,name,title,attributes,description,section,section_type,available,special_title,capacity,enrolled,crn,levels,schedule_type,instructors,where,days,time
574,BUS 550,Business Statistics,Business Graduate Tuition Rate,"This course covers statistics, optimization, and simulation tools that are critical for managers in enabling their firms to have a competitive advantage. The course covers probability, sampling, estimation, hypothesis testing, linear regression, goodness-of-fit tests, linear optimization models, nonlinear optimization models, and managerial decision-making under uncertainty. The models address problems in finance, marketing, and operations and include applications such as media selection, capital budgeting, portfolio selection, advertising effectiveness, facility location, distribution planning, and production planning. The focus of the course is on using business analytics to build models and using software to aid in decision-making.",Fall 2020,Class,15,,15,0,14194,"Graduate Business, Graduate, Undergraduate",Lecture,Ghazale Jafari Haddadian,TBA,T,8am - 10:30am
575,PSYC 588,Graduate Psychology Seminar,Standard Tuition Rate,Reports and discussion of current problems and issues in psychology.,Fall 2020,Class,15,,20,5,13749,"Graduate Business, Graduate, Undergraduate",Lecture,Lindsay Sheehan,TBA,T,10am - 12:40pm
576,FDSN 620,Adv Topics Food Chemistry,Standard Tuition Rate,"This course can be used as credits towards candidature for a Ph.D. degree in Food Science and Nutrition. This course is expected to cover advanced knowledge in the chemistry of the components of foods, their physiochemical properties and chemical interactions, and the chemical changes that occur during processing, storage, and packaging. Students are expected to work on evidence derived from original research literature, interpretation of research findings, and problem solving based on the scientific principles of food chemistry. This advanced program is open to individuals who hold undergraduate degrees in chemistry, food science, or related disciplines. Students who have completed the FDSN 524 Fundamentals of Food Science and Technology and FDSN 507 Food Analysis courses with a B or higher may also apply. Upon successful completion of this course, students are expected to be able to translate theory and research into practice.",Fall 2020,Class,5,,5,0,13115,"Graduate Business, Graduate, Undergraduate",Independent Study/Research,Amandeep Sandhu,TBA,,TBA
577,FDSN 401,"Nutrition, Metabolism & Health",Standard Tuition Rate,"Study of chemical structures, types, and metabolism of carbohydrates, lipids, and proteins. Discussion of the biological and chemical roles of vitamins and minerals. Application and integration of metabolic knowledge with health promotion and chronic disease.",Fall 2020,Class,6,,14,8,13092,"Graduate Business, Graduate, Undergraduate",Lecture,"Indika Edirisinghe, Britt Burton-Freeman",TBA,TR,3:15pm - 4:30pm
578,FDSN 401,"Nutrition, Metabolism & Health",Standard Tuition Rate,"Study of chemical structures, types, and metabolism of carbohydrates, lipids, and proteins. Discussion of the biological and chemical roles of vitamins and minerals. Application and integration of metabolic knowledge with health promotion and chronic disease.",Fall 2020,Class,20,,20,0,13093,"Graduate Business, Graduate, Undergraduate",Lecture,"Indika Edirisinghe, Britt Burton-Freeman",TBA,,TBA
579,FDSN 402,"Develop, Deliver, Disseminate",Standard Tuition Rate,"This course is an introduction to writing and presenting on scientific research with a focus on skills necessary for research at IIT's Institute for Food Safety and Health. Topics will include defining a problem, structuring a literature review, creating a research proposal, and written and oral presentation of research results.",Fall 2020,Class,20,,20,0,13668,"Graduate Business, Graduate, Undergraduate",Lecture,A. Todd Diel,TBA,F,10am - 12:40pm
580,FDSN 402,"Develop, Deliver, Disseminate",Standard Tuition Rate,"This course is an introduction to writing and presenting on scientific research with a focus on skills necessary for research at IIT's Institute for Food Safety and Health. Topics will include defining a problem, structuring a literature review, creating a research proposal, and written and oral presentation of research results.",Fall 2020,Class,10,,10,0,13669,"Graduate Business, Graduate, Undergraduate",Lecture,A. Todd Diel,TBA,F,10am - 12:40pm
581,CHEM 239,Organic Chemistry II,Standard Tuition Rate,Sequel to Organic Chemistry I with more emphasis on structure and reactivity of several classes of organic compounds including introductory discussion on common spectroscopic techniques.,Fall 2020,Class,4,,20,16,10049,Undergraduate,Lecture,Hyun-Soon Chong,TBA,MW,11:25am - 12:40pm
582,MMAE 414,Aircraft Design I,"Communications Requirement, Eligible Pass/Fail Course, Standard Tuition Rate","Aircraft design including aerodynamic, structural, and power plant characteristics to achieve performance goals. Focus on applications ranging from commercial to military and from manpowered to high-speed to long-duration aircraft. Semester project is a collaborative effort in which small design groups complete the preliminary design cycle of an aircraft to achieve specific design requirements.",Fall 2020,Class,11,,40,29,11103,"Graduate, Undergraduate",Lecture/Lab,David Williams,John T. Rettaliata Engg Center 141,TR,11:25am - 12:40pm
583,MMAE 411,Spacecraft Dynamics,"Eligible Pass/Fail Course, Standard Tuition Rate","Orbital mechanics: two-body problem, Kepler's equation, classical orbital elements, introduction to orbit perturbations. Mission analysis: orbital maneuvers, earth orbiting and interplanetary missions. Spacecraft attitude dynamics: three-dimensional kinematics of rigid bodies, Euler angles, equations of motion. Attitude stability and control: spin stabilization, momentum wheels and gyros, gravity gradient stabilization.",Fall 2020,Class,12,,40,28,13893,"Graduate, Undergraduate",Lecture,Boris Pervan,TBA,MW,1:50pm - 3:05pm
584,MMAE 410,Aircraft Flight Mechanics,"Eligible Pass/Fail Course, Standard Tuition Rate","Airplane performance: takeoff, rate of climb, time to climb, ceilings, range and endurance, operating limitations, descent and landing. Helicopters and V/STOL aircraft. Airplane static stability and control: longitudinal stability, directional stability, and roll stability. Airplane equations of motion: kinematics and dynamics of airplanes, and stability derivatives. Dynamic response: longitudinal modes of motion, lateral modes of motion. Introduction to aircraft control.",Fall 2020,Class,13,,40,27,11101,"Graduate, Undergraduate",Lecture,Harry Smith,TBA,MW,3:15pm - 4:30pm
585,MMAE 419,Mechanical Laboratory II,"Communications Requirement, Eligible Pass/Fail Course, Standard Tuition Rate","Mechanical Laboratory II
Laboratory testing methods in the areas of solid mechanics and control of dynamical systems: tension, torsion, bending, hardness, Charpy impact, fracture toughness, fatigue, stress measurement with strain gages and P, PD, PID control. Design of experiments.",Fall 2020,Class,26,,100,74,11371,"Graduate Business, Graduate, Undergraduate",Lecture,Murat Vural,TBA,MW,1:50pm - 3:05pm
586,MMAE 419,Mechanical Laboratory II,"Communications Requirement, Eligible Pass/Fail Course, Standard Tuition Rate","Mechanical Laboratory II
Laboratory testing methods in the areas of solid mechanics and control of dynamical systems: tension, torsion, bending, hardness, Charpy impact, fracture toughness, fatigue, stress measurement with strain gages and P, PD, PID control. Design of experiments.",Fall 2020,Class,0,Laboratory,20,20,11372,"Graduate Business, Graduate, Undergraduate",Lab,Murat Vural,John T. Rettaliata Engg Center 141,T,1:50pm - 4:30pm
587,MMAE 419,Mechanical Laboratory II,"Communications Requirement, Eligible Pass/Fail Course, Standard Tuition Rate","Mechanical Laboratory II
Laboratory testing methods in the areas of solid mechanics and control of dynamical systems: tension, torsion, bending, hardness, Charpy impact, fracture toughness, fatigue, stress measurement with strain gages and P, PD, PID control. Design of experiments.",Fall 2020,Class,12,,20,8,11373,"Graduate Business, Graduate, Undergraduate",Lab,Murat Vural,John T. Rettaliata Engg Center 028,W,6:25pm - 9:05pm
